accuracy,F1-score class_1,f1 score class_0,f1_score weighted_avg,f1_score macro_avg
0.6118980786387275,0.43589094819406676,0.7041926495953297,0.6584160836600575,0.5700417988946982
0.7189981939639228,0.47371423913929417,0.8083293754452624,0.7512386757961317,0.6410218072922783
0.7189981939639228,0.47371423913929417,0.8083293754452624,0.7512386757961317,0.6410218072922783
0.7180190177774877,0.47519539950593276,0.8072179824757144,0.7505696139341199,0.6412066909908236
0.7215222925778445,0.4766928361138371,0.810281953215334,0.7533663088696885,0.6434873946645856
